AgencyYr,revenueindex,rpKey,Agnc,Yr,fta_5307_op,fta_5307_prv,fta_5311_op,fta_5316_op,fta_other_op,fta_op_other_spec,st_op_rmg,st_op_regmg,st_op_sng,st_op_ste,st_op_stod,st_op_other,st_op_other_spec,fta_5307_cg,fta_5309_cg,fta_5310_cg,fta_5311_cg,fta_5316_cg,Fstp_grnt_cg,fed_other_grnt_cg,fta_cg_other_spec,st_cg_rmg,st_cg_sng,st_cg_regmg,st_cg_ste,st_ct_van,st_cg_other,st_cg_other_spec,sales_tax,utility_tax,mvet,other_ad,other_int,other_gain,other_rev,other_rev_spec,dec_res,inc_res,Comments,expense_key,rpKey,Agnc,Yr,interest,principal,local_cap,deprec,Otra_exp_num,gen_fund,unrest_cash,oper_res,work_cap,cap_res_fund,cont_res,debt_ser_fund,insur_fund,other_balace,Comments,rpKey,Agnc,Yr,rvh_do_fixed,rvh_do_light,rvh_do_route,rvh_do_demand,rvh_do_van,rvh_do_CB,rvh_do_RB,rvh_do_SR,rvh_do_TB,rvh_pt_fixed,rvh_pt_ferry,rvh_pt_com,rvh_pt_light,rvh_pt_route,rvh_pt_demand,rvh_pt_CB,rvh_pt_RB,rvh_pt_DT,rvh_pt_SR,rvh_pt_TB,tvh_do_fixed,tvh_do_light,tvh_do_route,tvh_do_demand,tvh_do_van,tvh_do_CB,tvh_do_RB,tvh_do_SR,tvh_do_TB,tvh_pt_fixed,tvh_pt_ferry,tvh_pt_com,tvh_pt_light,tvh_pt_route,tvh_pt_demand,tvh_pt_CB,tvh_pt_RB,tvh_pt_DT,tvh_pt_SR,tvh_pt_TB,rvm_do_fixed,rvm_do_light,rvm_do_route,rvm_do_demand,rvm_do_van,rvm_do_CB,rvm_do_RB,rvm_do_SR,rvm_do_TB,rvm_pt_fixed,rvm_pt_ferry,rvm_pt_com,rvm_pt_light,rvm_pt_route,rvm_pt_demand,rvm_pt_CB,rvm_pt_RB,rvm_pt_DT,rvm_pt_SR,rvm_pt_TB,tvm_do_fixed,tvm_do_light,tvm_do_route,tvm_do_demand,tvm_do_van,tvm_do_CB,tvm_do_RB,tvm_do_SR,tvm_do_TB,tvm_pt_fixed,tvm_pt_ferry,tvm_pt_com,tvm_pt_light,tvm_pt_route,tvm_pt_demand,tvm_pt_CB,tvm_pt_RB,tvm_pt_DT,tvm_pt_SR,tvm_pt_TB,psgr_do_fixed,psgr_do_light,psgr_do_route,psgr_do_demand,psgr_do_van,psgr_do_CB,psgr_do_RB,psgr_do_SR,psgr_do_TB,psgr_pt_fixed,psgr_pt_ferry,psgr_pt_com,psgr_pt_light,psgr_pt_route,psgr_pt_demand,psgr_pt_CB,psgr_pt_RB,psgr_pt_DT,psgr_pt_SR,psgr_pt_TB,dfc_do_fixed,dfc_do_route,dfc_do_demand,dfc_do_van,dfc_do_CB,dfc_do_RB,dfc_pt_fixed,dfc_pt_ferry,dfc_pt_com,dfc_pt_route,dfc_pt_demand,dfc_pt_CB,dfc_pt_RB,dfc_pt_DT,pfc_do_fixed,pfc_do_route,pfc_do_demand,pfc_do_van,pfc_do_CB,pfc_do_RB,pfc_pt_fixed,pfc_pt_route,pfc_pt_demand,pfc_pt_CB,pfc_pt_RB,pfc_pt_DT,gfc_do_fixed,gfc_do_route,gfc_do_demand,gfc_do_van,gfc_do_CB,gfc_do_RB,gfc_pt_fixed,gfc_pt_route,gfc_pt_demand,gfc_pt_CB,gfc_pt_RB,gfc_pt_DT,elc_do_fixed,elc_do_light,elc_do_SR,elc_do_TB,elc_pt_fixed,elc_pt_light,elc_pt_SR,elc_pt_TB,cng_do_fixed,cng_do_route,cng_do_demand,cng_do_CB,cng_do_RB,cng_pt_fixed,cng_pt_route,cng_pt_demand,cng_pt_CB,cng_pt_RB,fte_do_fixed,fte_do_light,fte_do_route,fte_do_demand,fte_do_van,fte_do_CB,fte_do_RB,fte_do_SR,fte_do_TB,fte_pt_fixed,fte_pt_ferry,fte_pt_com,fte_pt_light,fte_pt_route,fte_pt_demand,fte_pt_CB,fte_pt_RB,fte_pt_DT,fte_pt_SR,fte_pt_TB,oex_do_fixed,oex_do_light,oex_do_route,oex_do_demand,oex_do_van,oex_do_CB,oex_do_RB,oex_do_SR,oex_do_TB,oex_pt_fixed,oex_pt_ferry,oex_pt_com,oex_pt_light,oex_pt_route,oex_pt_demand,oex_pt_CB,oex_pt_RB,oex_pt_DT,oex_pt_SR,oex_pt_TB,rev_do_fixed,rev_do_light,rev_do_route,rev_do_demand,rev_do_van,rev_do_CB,rev_do_RB,rev_do_SR,rev_do_TB,rev_pt_fixed,rev_pt_ferry,rev_pt_com,rev_pt_light,rev_pt_route,rev_pt_demand,rev_pt_CB,rev_pt_RB,rev_pt_DT,rev_pt_SR,rev_pt_TB,Comments
179,107,{19994C18-C40D-4080-A3B0-26F5FB20AD72},sound,2015,0,0,0,0,16031317,Map-21 State of Good Repair (5317),0,0,0,0,728786,610993,Excise tax over-payment refund,32669955,64111466,0,0,0,0,42058583,5317 MAP-21; 5339 MAP-21; Build America Bonds Subsidy; USDOT TIGER; FRA Funds,0,0,0,0,0,3450917,WSDOT Mountlake Triangle Project Contribution; WSDOT Tacoma Trestle Project Contribution; WSDOT Landbank credits,696439777,3296595,79564295,1320470,8470171,4645,36358378,"ORCA card fees, ORCA Regional Program, Renal income, Maintenance services, Use license fees, Judgement & Claims (29M), mitigation tax revenue",0,5973993,,137,{19994C18-C40D-4080-A3B0-26F5FB20AD72},sound,2015,72967746,34985000,680614816,105561566,34027921,0,799862708,52958171,0,316289894,11949124,72952385,3220716,15123170,,{19994C18-C40D-4080-A3B0-26F5FB20AD72},sound,2015,0,145847,0,0,0,469497,0,9814,0,0,0,58760,0,0,0,114896,0,0,0,0,0,151196,0,0,0,579425,0,9848,0,0,0,63258,0,0,0,148522,0,0,0,0,0,2719160,0,0,0,9093367,0,75567,0,0,0,1783253,0,0,0,2510798,0,0,0,0,0,2796020,0,0,0,12110428,0,75842,0,0,0,1839627,0,0,0,3450690,0,0,0,0,0,11530411,0,0,0,14666561,0,973412,0,0,0,3851831,0,0,0,3646063,0,0,0,0,0,0,0,0,2380445,0,0,0,1194166,0,0,836598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12700800,400130,0,0,0,0,0,0,0,0,180792,0,0,0,0,0,0,0.0,616.3,0.0,0.0,0.0,403.5,0.0,30.5,0.0,0.0,0.0,102.7,0.0,0.0,0.0,158.8,0.0,0.0,0.0,0.0,0,61684967,0,0,0,89448827,0,4143179,0,0,0,40517405,0,0,0,19365478,0,0,0,0,0,18203801,0,0,0,26488050,0,0,0,0,0,11903668,0,0,0,8830121,0,0,0,0,
183,72,{0C59D8C4-68AA-4566-AB1E-238DA1ABC279},spokane,2016,0,8106346,0,0,67726,"Section 5310 - $67,726",0,0,1126892,0,0,0,0,261309,429981,0,0,0,0,77662,"MAP-21 Bus and Bus Facilities Formula (Section 5339) - $77,662",0,0,1061397,0,0,0,0,54131543,0,0,179955,469007,0,374322,"Union Release Time Reimbursement-$146,315; Plaza Rent Revenue-$102,287; Rebates/Dividends-$67,909; Utility Reimbursement-$12,272; Scrap Metal-$5,351; ID & Smartcard Fees-$9,449; Copies/Pass Repl/Other-$1,385; Lost & Found-$1,708; Garnishment and Cobra Fees-$918; Bike Locker Revenue-$280; DOR Refund/overpymt-$21,074; Web Sales-$2,513; NSF/Late Fees-$361, WSTIP Safety Funds-$2,500",0,0,,141,{0C59D8C4-68AA-4566-AB1E-238DA1ABC279},spokane,2016,0,0,11299534,10126015,677262,0,36769894,9780453,4295973,4950000,0,0,5500000,0,,{0C59D8C4-68AA-4566-AB1E-238DA1ABC279},spokane,2016,397122,0,0,76807,31196,0,0,0,0,0,0,0,0,0,85626,0,0,0,0,0,419346,0,0,82393,31196,0,0,0,0,0,0,0,0,0,96270,0,0,0,0,0,5477713,0,0,1138893,1058496,0,0,0,0,0,0,0,0,0,1376561,0,0,0,0,0,5951216,0,0,1244328,1058496,0,0,0,0,0,0,0,0,0,1611911,0,0,0,0,0,10261816,0,0,226888,193006,0,0,0,0,0,0,0,0,0,240398,0,0,0,0,0,1133980,0,111563,0,0,0,0,0,0,0,137274,0,0,0,0,0,2726,0,0,0,0,0,0,0,0,0,0,0,21798,69869,0,0,0.0,0,20583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.4,0.0,0.0,84.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.99,0.0,0.0,0.0,0.0,0.0,45917132,0,0,8740113,654275,0,0,0,0,0,0,0,0,0,4027458,0,0,0,0,0,7517135,0,0,455855,569848,0,0,0,0,0,0,0,0,0,192427,0,0,0,0,0,
184,108,{A8606E2A-7A9A-4CD0-B21E-D32A2D18840D},spokane,2015,0,8027340,105204,22308,0,0,0,0,563446,0,400487,0,0,1099746,859897,0,0,0,0,461938,MAP-21 Bus and Bus Facilities Formula (Section 5339),0,0,680351,0,0,0,0,51243853,0,0,149457,407078,5742,320988,"Union Release Time Reimbursement-$130,623; Plaza Rent Revenue-$107,382; Rebates/Dividends-$37,937; Utility Reimbursement-$12,642; Smartcard/ID Card Fees-$12,507; Other Miscellaneous-$5,778; Scrap Metal-$5,616; Discounts Taken-$4,168; Web Postage Revenue-$1,795; Property Rental-$1,000; Cobra Insurance Revenue-$708; Bike Locker Revenue-$435; Waterfall-$397",0,0,,142,{A8606E2A-7A9A-4CD0-B21E-D32A2D18840D},spokane,2015,0,0,9083496,8835379,363271,0,33644207,9835285,6048659,4950000,0,0,5500000,0,,{A8606E2A-7A9A-4CD0-B21E-D32A2D18840D},spokane,2015,395972,0,0,80123,33434,0,0,0,0,0,0,0,0,0,81267,0,0,0,0,0,417631,0,0,85970,33434,0,0,0,0,0,0,0,0,0,90504,0,0,0,0,0,5480629,0,0,1189206,1114100,0,0,0,0,0,0,0,0,0,1303096,0,0,0,0,0,5944531,0,0,1296036,1114100,0,0,0,0,0,0,0,0,0,1531132,0,0,0,0,0,10815736,0,0,232508,219578,0,0,0,0,0,0,0,0,0,230955,0,0,0,0,0,1116968,0,107641,0,0,0,0,0,0,0,132780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32727,73205,0,0,0.0,0,24618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.4,0.0,0.0,90.36,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.82,0.0,0.0,0.0,0.0,0.0,46841435,0,0,9042206,700643,0,0,0,0,0,0,0,0,0,3827152,0,0,0,0,0,7988366,0,0,472560,590762,0,0,0,0,0,0,0,0,0,170357,0,0,0,0,0,
188,73,{5F3DC32F-1427-4E8B-90FC-8FE50268A737},Spokane Tribe of Indians,2016,0,0,74816,0,0,0,337432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49944,0,0,0,0,0,0,0,0,0,,145,{5F3DC32F-1427-4E8B-90FC-8FE50268A737},Spokane Tribe of Indians,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,{5F3DC32F-1427-4E8B-90FC-8FE50268A737},Spokane Tribe of Indians,2016,9429,0,0,3013,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9429,0,0,3013,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258188,0,0,63871,61620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258188,0,0,63871,61620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18043,0,0,1628,15400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24660,0,4350,2570,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392863,0,0,69328,12030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189,109,{176F66D9-B4CC-4989-BF7E-D66ADE3D4B32},Spokane Tribe of Indians,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,146,{176F66D9-B4CC-4989-BF7E-D66ADE3D4B32},Spokane Tribe of Indians,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,{176F66D9-B4CC-4989-BF7E-D66ADE3D4B32},Spokane Tribe of Indians,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,74,{48C11B46-447D-4643-9C64-680878D9D8C7},Squaxin Island Tribe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,148,{48C11B46-447D-4643-9C64-680878D9D8C7},Squaxin Island Tribe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,{48C11B46-447D-4643-9C64-680878D9D8C7},Squaxin Island Tribe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,75,{E6821A09-FC85-4D4D-A3D8-F12CE056FEC4},Stillaguamish Tribe of Indians,2016,0,0,541181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29579,Tribal RevenueChr(13)(10)Medicaid Transportation Contract,0,0,,151,{E6821A09-FC85-4D4D-A3D8-F12CE056FEC4},Stillaguamish Tribe of Indians,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,{E6821A09-FC85-4D4D-A3D8-F12CE056FEC4},Stillaguamish Tribe of Indians,2016,0,0,0,3169,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75864,148954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16542,10464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,434683,146760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,76,{DA1503E4-E72E-4BBF-9111-F68B3DB334BF},Testing agency,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,154,{DA1503E4-E72E-4BBF-9111-F68B3DB334BF},Testing agency,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,{DA1503E4-E72E-4BBF-9111-F68B3DB334BF},Testing agency,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,110,{9FAD9121-761C-4F98-8C23-6FFB26CF396C},Testing agency,2015,1,9,9,9,9,0,3,0,4,0,56,0,0,3,3,0,0,23,0,23,0,33,23,0,0,0,233,0,33,23,0,23,0,0,0,0,0,0,,155,{9FAD9121-761C-4F98-8C23-6FFB26CF396C},Testing agency,2015,2801,2802,0,0,0,0,0,0,0,0,0,0,0,0,,{9FAD9121-761C-4F98-8C23-6FFB26CF396C},Testing agency,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
202,77,{3CCA822C-F880-4C38-BB7A-309ADECBBD11},twin,2016,0,0,435705,0,0,0,71527,0,188046,0,0,0,0,0,0,0,0,0,0,0,0,91080,0,0,0,0,0,0,1672397,0,0,9297,9103,0,66841,"$37,810 was granted from the TransAlta company for facility improvements; $15,977 was granted from Lewis County for a bus stop improvement project; $5,200 was collected from rental tenants; $4,504 was rebated from Centralia City Light; $2,500 was rebated from the Washington State Transit Insurance Pool for facility improvements; $850 was miscellaneous.",0,21273,,159,{3CCA822C-F880-4C38-BB7A-309ADECBBD11},twin,2016,0,0,339410,270188,0,0,0,525609,0,1197886,0,0,0,0,,{3CCA822C-F880-4C38-BB7A-309ADECBBD11},twin,2016,0,0,20781,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20781,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280474,55115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295673,55219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221408,10689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12403,7082,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1811791,528117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149876,7556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,111,{A49C0979-574F-40A0-908E-9E38F0914F11},twin,2015,0,0,510426,0,0,0,25000,0,90138,0,16571,0,0,0,145510,0,0,0,0,297840,Federal Section 5339 Capital Grants,0,0,0,0,0,0,0,1546008,0,0,7225,3938,963,36592,"Twin Transit received a $50,000 grant from Lewis County for the construction of a bus stop; $34,023 was spent in 2015.  $2,569 was received from miscellaneous sources including the Washington State Transit Insurance Pool.",0,400988,,160,{A49C0979-574F-40A0-908E-9E38F0914F11},twin,2015,0,0,334650,247717,934426,0,0,387808,0,1412513,0,0,0,0,,{A49C0979-574F-40A0-908E-9E38F0914F11},twin,2015,0,0,20718,5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20718,5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285542,61658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287158,62006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222201,11405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19424,8169,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1693779,393910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122067,8995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,78,{BFB8A827-4DD1-4677-B477-07A7FA396AA6},union gap,2016,0,0,0,0,0,0,0,0,0,0,21344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114664,0,0,0,0,0,0,0,0,26543,,164,{BFB8A827-4DD1-4677-B477-07A7FA396AA6},union gap,2016,0,0,0,0,0,0,0,2966427,0,0,0,0,0,0,,{BFB8A827-4DD1-4677-B477-07A7FA396AA6},union gap,2016,0,0,0,0,0,0,0,0,0,12440,0,0,0,0,6120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13062,0,0,0,0,6426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165438,0,0,0,0,62743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185886,0,0,0,0,70498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29480,0,0,0,0,8072,0,0,0,0,0,0,0,0,0,0,0,5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20856.0,0,4361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,610307,0,0,0,0,160890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
208,112,{CA6A7A64-23AB-44F9-8FD8-4DA9FFFFB56D},union gap,2015,0,0,0,0,0,0,0,0,0,0,10672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967185,0,0,0,0,0,0,0,0,37185,,165,{CA6A7A64-23AB-44F9-8FD8-4DA9FFFFB56D},union gap,2015,0,0,0,0,0,0,0,2707859,0,0,0,0,0,0,,{CA6A7A64-23AB-44F9-8FD8-4DA9FFFFB56D},union gap,2015,0,0,0,0,0,0,0,0,0,8080,0,0,0,0,8320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8484,0,0,0,0,8788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145891,0,0,0,0,60596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163923,0,0,0,0,68085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27263,0,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21090.0,0,3311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,347264,0,0,0,0,132101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211,79,{7EA4FA4E-00E2-4B2F-8ED8-9CD9062632DE},valley,2016,0,0,0,0,0,0,0,0,168728,83100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948082,0,0,0,22978,0,46690,0,0,869694,,169,{7EA4FA4E-00E2-4B2F-8ED8-9CD9062632DE},valley,2016,0,0,999692,664235,0,0,0,3103658,454391,4946990,0,0,0,0,,{7EA4FA4E-00E2-4B2F-8ED8-9CD9062632DE},valley,2016,25012,0,3013,13584,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26012,0,3465,14263,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306204,0,33836,151501,65725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324922,0,35905,160761,65797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625522,0,38147,48755,7959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66875,7573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4552,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9713,1137,36530,0,0,0,0,0,0,0,26.3,0.0,3.0,13.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2808278,0,271247,1385715,134250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148726,0,9070,11592,30218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
